state,statefip,cbsa,cbsacode,metpop10,cbsacity,cbsacitypop,pumaname,pumanum,pumapop,pumacity,pumacitypop,geodensity,simpledensity,princity,princitypop,altmetro
MN,27,"Minneapolis-St Paul-Bloomington, MN-WI",33460,3348859,Minneapolis,429954,"Hennepin County--Bloomington & Richfield Cities PUMA, Minnesota",1410,121702,Bloomington,89987,3181,2535,Bloomington,89987,3 Small City
MN,27,"Minneapolis-St Paul-Bloomington, MN-WI",33460,3348859,Minneapolis,429954,"Dakota County (North)--Eagan, Inver Grove Heights & South St. Paul Cities PUMA; Minnesota",1501,154711,Eagan,68855,2382,1909,Eagan,68855,3 Small City
MN,27,"Minneapolis-St Paul-Bloomington, MN-WI",33460,3348859,Minneapolis,429954,"Dakota County (South)--Lakeville, Hastings, Rosemount & Farmington Cities PUMA; Minnesota",1502,155296,Lakeville,69490,1081,347,Bloomington,89987,4 Satellite
MN,27,"Minneapolis-St Paul-Bloomington, MN-WI",33460,3348859,Minneapolis,429954,"Dakota County (West)--Burnsville & Apple Valley Cities PUMA, Minnesota",1503,115264,Burnsville,64317,2961,2736,Bloomington,89987,4 Satellite
MN,27,"Minneapolis-St Paul-Bloomington, MN-WI",33460,3348859,Minneapolis,429954,"Scott County (East)--Shakopee, Savage & Prior Lake Cities PUMA; Minnesota",1600,131308,Shakopee,43698,929,547,Eden Prairie,64198,4 Satellite
MN,27,"Minneapolis-St Paul-Bloomington, MN-WI",33460,3348859,Minneapolis,429954,"Carver & Scott (West) Counties PUMA, Minnesota",1700,119565,Chaska,27810,440,248,Eden Prairie,64198,4 Satellite
MN,27,"Minneapolis-St Paul-Bloomington, MN-WI",33460,3348859,Minneapolis,429954,"Wright County PUMA, Minnesota",1800,136387,Otsego,19966,313,203,Plymouth,81026,4 Satellite
MN,27,"Willmar, MN",48820,53708,Willmar,21015,"Kandiyohi, McLeod, Meeker, Renville & Sibley Counties PUMA; Minnesota",1900,131287,Willmar,21015,102,38,Willmar,21015,2 Town
MN,27,"Marshall, MN",32140,16907,Marshall,13628,"Brown, Lyon, Redwood, Chippewa, Yellow Medicine, Lac qui Parle & Lincoln Counties PUMA; Minnesota",2000,99902,Marshall,13628,72,21,Marshall,13628,1 Rural
MN,27,"Worthington, MN",49380,13858,Worthington,13947,"Southwest Minnesota PUMA, Minnesota",2100,113982,Worthington,13947,58,21,Worthington,13947,1 Rural
MN,27,"Mankato, MN",31860,74026,Mankato,44488,"Blue Earth, Nicollet & Waseca Counties--Mankato City PUMA; Minnesota",2200,120202,Mankato,44488,432,74,Mankato,44488,2 Town
MN,27,"Faribault-Northfield, MN",22060,127108,Faribault,24453,"Rice, Goodhue & Le Sueur Counties PUMA; Minnesota",2300,141304,Faribault,24453,227,83,Faribault,24453,2 Town
MN,27,"Owatonna, MN",36940,47260,Owatonna,26420,"Mower, Steele, Freeborn & Dodge Counties PUMA; Minnesota",2400,127913,Owatonna,26420,281,56,Owatonna,26420,2 Town
MN,27,"Rochester, MN",40340,206877,Rochester,121395,"Olmsted County--Rochester City PUMA, Minnesota",2500,156446,Rochester,121395,946,237,Rochester,121395,3 Small City
MN,27,"Winona, MN",49100,102019,Winona,25948,"Winona, Wabasha, Fillmore & Houston Counties--Winona City PUMA; Minnesota",2600,112009,Winona,25948,126,44,Winona,25948,2 Town
MO,29,"Maryville, MO",32340,10416,Maryville,10633,"Northwest Missouri PUMA, Missouri",100,108441,Maryville,10633,46,15,Maryville,10633,1 Rural
MO,29,"St Joseph, MO-KS",41140,127329,St Joseph,72473,"Buchanan, Andrew & DeKalb Counties PUMA; Missouri",200,117330,St Joseph,72473,539,94,St Joseph,72473,3 Small City
MO,29,"Kirksville, MO",28860,25029,Kirksville,17530,"Northeast Missouri PUMA, Missouri",300,124159,Kirksville,17530,70,22,Kirksville,17530,2 Town
MO,29,"St Louis, MO-IL",41180,387112,St Louis,301578,"Lincoln, Warren, Audrain, Pike & Montgomery Counties PUMA; Missouri",400,147588,Mexico,11469,92,50,Mexico,11469,1 Rural
MO,29,"Jefferson City, MO",27620,149807,Jefferson City,43228,"Cole, Callaway, Moniteau & Osage Counties PUMA; Missouri",500,151094,Jefferson City,43228,187,67,Jefferson City,43228,2 Town
MO,29,"Columbia, MO",17860,162642,Columbia,126254,"Boone County PUMA, Missouri",600,179704,Columbia,126254,735,259,Columbia,126254,3 Small City
MO,29,"Sedalia, MO",42740,22773,Sedalia,21725,"Pettis, Randolph, Saline, Cooper, Howard, Carroll & Chariton Counties PUMA; Missouri",700,133838,Sedalia,21725,119,31,Sedalia,21725,2 Town
MO,29,"Warrensburg, MO",47660,509500,Warrensburg,19337,"Johnson, Lafayette, Ray, Clinton & Caldwell Counties PUMA; Missouri",800,139100,Warrensburg,19337,91,48,Warrensburg,19337,1 Rural
MO,29,"Kansas City, MO-KS",28140,2009342,Kansas City,508090,"Clay County (Northeast) PUMA, Missouri",901,117704,Liberty,30167,530,345,Kansas City,508090,4 Satellite
MO,29,"Kansas City, MO-KS",28140,2009342,Kansas City,508090,"Kansas City (North Central), Gladstone City & North Kansas City PUMA; Missouri",902,118216,Gladstone,27063,2084,1946,Kansas City,508090,4 Satellite
MO,29,"Kansas City, MO-KS",28140,2009342,Kansas City,508090,"Platte County PUMA, Missouri",903,113408,Kearney,10404,910,264,Kansas City,508090,4 Satellite
MO,29,"Kansas City, MO-KS",28140,2009342,Kansas City,508090,"Jackson County--Kansas City (Central) PUMA, Missouri",1001,177988,Central Kansas City,,4065,2943,Kansas City,508090,5 Core City
MO,29,"Kansas City, MO-KS",28140,2009342,Kansas City,508090,"Jackson County (North Central) PUMA, Missouri",1002,128887,Independence,123011,2405,1956,Kansas City,508090,4 Satellite
MO,29,"Kansas City, MO-KS",28140,2009342,Kansas City,508090,"Jackson County (East) PUMA, Missouri",1003,135388,Blue Springs,58603,1000,434,Kansas City,508090,4 Satellite
MO,29,"Kansas City, MO-KS",28140,2009342,Kansas City,508090,"Jackson County (South Central) PUMA, Missouri",1004,109970,Lee's Summit,101108,1660,1207,Kansas City,508090,4 Satellite
MO,29,"Kansas City, MO-KS",28140,2009342,Kansas City,508090,"Jackson County--Kansas City (South) PUMA, Missouri",1005,148500,S Kansas City,,2391,1881,Kansas City,508090,5 Core City
MO,29,"Kansas City, MO-KS",28140,2009342,Kansas City,508090,"Cass & Bates Counties PUMA, Missouri",1100,120969,Belton,23953,277,78,Kansas City,508090,4 Satellite
MO,29,Not in a CBSA,,20606,Not in a CBSA,,"Lawrence, Henry, Vernon, Cedar, Barton, St. Clair & Dade Counties PUMA; Missouri",1200,123557,Nevada,8212,67,28,No Principal City,,1 Rural
MO,29,"Lebanon, MO",30060,83474,Lebanon,15013,"Laclede, Polk, Benton, Dallas & Hickory Counties PUMA; Missouri",1300,113309,Lebanon,15013,55,37,Lebanon,15013,1 Rural
MO,29,"Fort Leonard Wood, MO",22780,37969,Fort Leonard Wood,15959,"Pulaski, Camden, Miller & Morgan Counties PUMA; Missouri",1400,143989,Fort Leonard Wood,15959,115,60,Fort Leonard Wood,15959,2 Town
MO,29,"Rolla, MO",40620,25533,Rolla,19943,"Phelps, Crawford, Dent, Gasconade & Maries Counties PUMA; Missouri",1500,107553,Rolla,19943,91,34,Rolla,19943,1 Rural
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"Franklin County PUMA, Missouri",1600,103629,Washington,14500,178,112,No Principal City,,1 Rural
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"St. Charles County (South) PUMA, Missouri",1701,114864,Dardenne Prairie,12743,1602,506,St Louis,301578,4 Satellite
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"St. Charles County (Northwest) PUMA, Missouri",1702,147484,O'Fallon,91316,1765,1107,St Charles,70493,4 Satellite
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"St. Charles County (Northeast) PUMA, Missouri",1703,136124,St Charles,70493,2845,662,St Charles,70493,3 Small City
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"St. Louis County (Northeast) PUMA, Missouri",1801,116950,Old Jamestown,19790,2932,1949,St Charles,70493,4 Satellite
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"St. Louis County (Northwest) PUMA, Missouri",1802,125440,Florissant,52533,2940,2049,St Charles,70493,4 Satellite
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"St. Louis County (Inner Ring North) PUMA, Missouri",1803,107373,N Inner Ring St Louis,,4026,3575,St Louis,301578,5 Core City
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"St. Louis County (West) PUMA, Missouri",1804,114714,Chesterfield,49999,1800,1183,St Charles,70493,4 Satellite
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"St. Louis County (Central) PUMA, Missouri",1805,121263,Bridgeton,11445,2989,2288,St Charles,70493,4 Satellite
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"St. Louis County (Central West) PUMA, Missouri",1806,113982,Ballwin,31103,2801,2597,St Louis,301578,4 Satellite
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"St. Louis County (Inner Ring South) PUMA, Missouri",1807,160337,S Inner Ring St Louis,,3809,3681,St Louis,301578,5 Core City
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"St. Louis County (South) PUMA, Missouri",1808,136229,Mehlville,28955,1663,1148,St Louis,301578,4 Satellite
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"St. Louis City (North) PUMA, Missouri",1901,118758,N St Louis,,5435,3848,St Louis,301578,5 Core City
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"St. Louis City (South) PUMA, Missouri",1902,185842,S St Louis,,6784,6155,St Louis,301578,5 Core City
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"Jefferson County (North) PUMA, Missouri",2001,112399,De Soto,6449,1214,1006,No Principal City,,2 Town
MO,29,"St Louis, MO-IL",41180,2787701,St Louis,301578,"Jefferson County (South) PUMA, Missouri",2002,112378,Arnold,20858,290,206,St Louis,301578,4 Satellite
MO,29,"Farmington, MO",22100,37556,Farmington,18217,"St. Francois, Washington, Perry & Ste. Genevieve Counties PUMA; Missouri",2100,128586,Farmington,18217,156,59,Farmington,18217,1 Rural
MO,29,"Cape Girardeau, MO-IL",16020,72992,Cape Girardeau,39540,"Cape Girardeau, Scott & Bollinger Counties PUMA; Missouri",2200,129553,Cape Girardeau,39540,266,80,Cape Girardeau,39540,2 Town
MO,29,"Kennett, MO",28380,23787,Kennett,10515,"Dunklin, Stoddard, New Madrid, Pemiscot & Mississippi Counties PUMA; Missouri",2300,105845,Kennett,10515,101,36,Kennett,10515,1 Rural
MO,29,"Poplar Bluff, MO",38740,19080,Poplar Bluff,16225,"Butler, Ripley, Wayne, Madison, Iron, Reynolds & Carter Counties PUMA; Missouri",2400,103797,Poplar Bluff,16225,53,23,Poplar Bluff,16225,2 Town
MO,29,"West Plains, MO",48460,21287,West Plains,12184,"Howell, Texas, Wright, Douglas, Oregon, Ozark & Shannon Counties PUMA; Missouri",2500,125145,West Plains,12184,34,20,West Plains,12184,1 Rural
MO,29,"Springfield, MO",44180,436712,Springfield,169176,"Christian, Greene (Outside Springfield City) & Webster Counties PUMA; Missouri",2601,165633,Nixa,23257,154,100,Springfield,169176,4 Satellite
MO,29,"Springfield, MO",44180,436712,Springfield,169176,"Greene County--Springfield City (North) PUMA, Missouri",2602,126323,N Springfield,,2205,1503,Springfield,169176,5 Core City
MO,29,"Springfield, MO",44180,436712,Springfield,169176,"Greene County--Springfield City (South) PUMA, Missouri",2603,126069,S Springfield,,1528,1068,Springfield,169176,5 Core City
MO,29,"Branson, MO",14700,89302,Branson,12638,"Taney, Barry, Stone & McDonald Counties PUMA; Missouri",2700,145935,Branson,12638,93,60,Branson,12638,2 Town
MO,29,"Joplin, MO",27900,175518,Joplin,51762,"Jasper & Newton Counties PUMA, Missouri",2800,178816,Joplin,51762,375,141,Joplin,51762,3 Small City
MS,28,"Memphis, TN-MS-AR",32820,1324829,Memphis,633104,"North Delta Region--DeSoto County--Southaven City PUMA, Mississippi",100,182256,Southaven,54648,706,376,Memphis,633104,4 Satellite
MS,28,"Corinth, MS",18420,88467,Corinth,14622,"Northeast Region--Marshall, Alcorn, Prentiss, Tippah, Tishomingo & Benton Counties PUMA; Mississippi",200,147362,Corinth,14622,81,53,Corinth,14622,1 Rural
MS,28,"Clarksdale, MS",17260,86048,Clarksdale,14903,"North Delta Region--Panola, Tate, Coahoma, Tallahatchie, Tunica & Quitman Counties PUMA; Mississippi",300,116069,Clarksdale,14903,95,37,Clarksdale,14903,1 Rural
MS,28,"Oxford, MS",37060,41329,Oxford,25416,"Three Rivers Region--Lafayette, Monroe, Itawamba, Chickasaw & Calhoun Counties PUMA; Mississippi",400,144491,Oxford,25416,96,48,Oxford,25416,2 Town
MS,28,"Tupelo, MS",46180,99668,Tupelo,37923,"Three Rivers Region--Lee, Pontotoc & Union Counties--Tupelo City PUMA; Mississippi",500,145878,Tupelo,37923,175,107,Tupelo,37923,2 Town
MS,28,"Starkville, MS",44260,32503,Starkville,24360,"Golden Triangle Region--Starkville, Columbus & West Point Cities PUMA; Mississippi",600,174619,Starkville,24360,149,50,Starkville,24360,2 Town
MS,28,"Greenwood, MS",24900,23619,Greenwood,14490,"North Central Region PUMA, Mississippi",700,117617,Greenwood,14490,79,30,Greenwood,14490,1 Rural
MS,28,"Greenville, MS",24740,31665,Greenville,29670,"South Delta Region PUMA, Mississippi",800,115932,Greenville,29670,188,33,Greenville,29670,2 Town
MS,28,"Jackson, MS",27140,567122,Jackson,153701,"Central Region--Madison & Yazoo Counties PUMA, Mississippi",900,113580,Madison,27747,234,69,Jackson,153701,4 Satellite
MS,28,"Jackson, MS",27140,567122,Jackson,153701,"Central Region--Jackson (West & South) & Clinton (South & East) Cities PUMA, Mississippi",1000,108851,W & S Jackson,,915,567,Jackson,153701,5 Core City
MS,28,"Jackson, MS",27140,567122,Jackson,153701,"Central Region--Jackson City (East & Central) PUMA, Mississippi",1100,120369,E & C Jackson,,2674,2227,Jackson,153701,5 Core City
MS,28,"Vicksburg, MS",46980,197751,Vicksburg,21573,"Central Region--Hinds (West), Warren & Copiah Counties--Vicksburg City PUMA; Mississippi",1200,101166,Vicksburg,21573,117,51,Vicksburg,21573,2 Town
MS,28,"Jackson, MS",27140,567122,Jackson,153701,"Central Region--Rankin & Simpson Counties PUMA, Mississippi",1300,180937,Pearl,27115,303,132,Jackson,153701,4 Satellite
MS,28,"Meridian, MS",32940,33451,Meridian,35052,"East Central Region--Neshoba, Scott, Leake, Jasper, Smith & Kemper Counties PUMA; Mississippi",1400,122531,Philadelphia,7118,49,32,No Principal City,,1 Rural
MS,28,"Meridian, MS",32940,80198,Meridian,35052,"East Central Region--Lauderdale, Newton & Clarke Counties--Meridian City PUMA; Mississippi",1500,112384,Meridian,35052,155,57,Meridian,35052,2 Town
MS,28,"Natchez, MS-LA",35020,31312,Natchez,14520,"Southwest Region PUMA, Mississippi",1600,176638,Natchez,14520,74,34,Natchez,14520,1 Rural
MS,28,"Laurel, MS",29860,38282,Laurel,17161,"South Region--Jones, Wayne, Covington, Greene & Jefferson Davis Counties PUMA; Mississippi",1700,132262,Laurel,17161,81,44,Laurel,17161,1 Rural
MS,28,"Hattiesburg, MS",25620,109585,Hattiesburg,48730,"South Region--Forrest, Lamar, Marion & Perry Counties--Hattiesburg City PUMA; Mississippi",1800,174621,Hattiesburg,48730,233,81,Hattiesburg,48730,2 Town
MS,28,"Picayune, MS",38100,75546,Picayune,11885,"South Region--Pearl River, Hancock, George & Stone Counties PUMA; Mississippi",1900,145231,Bay St Louis,9284,127,65,Picayune,11885,1 Rural
MS,28,"Gulfport-Biloxi, MS",25060,370702,Gulfport,72926,"South Region--Harrison County--Gulfport & Biloxi Cities PUMA, Mississippi",2000,206169,Gulfport,72926,776,356,Gulfport,72926,3 Small City
MS,28,"Gulfport-Biloxi, MS",25060,370702,Gulfport,72926,"South Region--Jackson County PUMA, Mississippi",2100,142872,Pascagoula,22010,504,197,No Principal City,,2 Town
MT,30,"Kalispell, MT",28060,57990,Kalispell,24558,"Northwest Montana--Kalispell City PUMA, Montana",100,135552,Kalispell,24558,90,11,Kalispell,24558,2 Town
MT,30,"Missoula, MT",33540,59433,Missoula,73489,"West Montana--Missoula City PUMA, Montana",200,209003,Missoula,73489,118,20,Missoula,73489,3 Small City
MT,30,"Butte-Silver Bow, MT",15580,32907,Butte,34494,"Southwest Montana--Butte-Silver Bow & Helena City PUMA, Montana",300,159063,Butte,34494,104,8,Butte,34494,2 Town
MT,30,"Great Falls, MT",24500,27563,Great Falls,60442,"North Central Montana--Great Falls City PUMA, Montana",400,147264,Great Falls,60442,92,5,Great Falls,60442,3 Small City
MT,30,"Bozeman, MT",14580,58702,Bozeman,53293,"South Central Montana--Bozeman City PUMA, Montana",500,151841,Bozeman,53293,150,13,Bozeman,53293,3 Small City
MT,30,"Billings, MT",13740,19102,Billings,117116,"East Montana (Outside Billings City) PUMA, Montana",600,154861,Plentywood,1669,16,3,No Principal City,,1 Rural
MT,30,"Billings, MT",13740,158934,Billings,117116,"Billings City PUMA, Montana",700,104121,Billings,117116,2634,2169,Billings,117116,3 Small City
NC,37,"Boone, NC",14380,29045,Boone,19092,"Boone High Country--Watauga, Ashe, Yancey, Avery & Mitchell Counties PUMA; North Carolina",100,133017,Boone,19092,133,87,Boone,19092,1 Rural
NC,37,"Mount Airy, NC",34340,62539,Mount Airy,10676,"Wilkesboro High Country--Surry, Wilkes & Alleghany Counties PUMA; North Carolina",200,151330,Mount Airy,10676,150,100,Mount Airy,10676,1 Rural
NC,37,"Greensboro-High Point, NC",24660,694697,Greensboro,299035,"Rockingham & Stokes Counties PUMA, North Carolina",300,136739,Eden,15421,196,135,No Principal City,,1 Rural
NC,37,"Durham-Chapel Hill, NC",20500,99221,Durham,283506,"Granville, Person & Caswell Counties PUMA; North Carolina",400,121990,Oxford,8628,134,90,No Principal City,,1 Rural
NC,37,"Raleigh-Cary, NC",39580,207180,Raleigh,467665,"Franklin, Vance & Warren (West) Counties PUMA; North Carolina",500,126253,Henderson,15060,178,125,Henderson,15060,1 Rural
NC,37,"Henderson, NC",25780,54954,Roanoke Rapids,15229,"Halifax, Hertford, Northampton & Warren (East) Counties PUMA; North Carolina",600,100236,Roanoke Rapids,15229,105,57,Roanoke Rapids,15229,1 Rural
NC,37,"Elizabeth City, NC",21020,146791,Elizabeth City,18631,"Northeast Albemarle Sound Region PUMA, North Carolina",700,116666,Elizabeth City,18631,139,78,Elizabeth City,18631,1 Rural
NC,37,"Kill Devil Hills, NC",28620,23947,Kill Devil Hills,7656,"South & West Albemarle Sound & Northern Outer Banks Regions PUMA, North Carolina",800,99278,Kill Devil Hills,7656,90,34,Kill Devil Hills,7656,2 Town
NC,37,"Rocky Mount, NC",40580,152392,Rocky Mount,54341,"Nash & Edgecombe Counties--Rocky Mount City PUMA, North Carolina",900,146356,Rocky Mount,54341,283,140,Rocky Mount,54341,3 Small City
NC,37,"Wilson, NC",48980,61511,Wilson,47851,"Wilson & Greene Counties--Wilson City PUMA, North Carolina",1000,102583,Wilson,47851,328,162,Wilson,47851,2 Town
NC,37,"Raleigh-Cary, NC",39580,1130490,Raleigh,467665,"Johnston County PUMA, North Carolina",1100,203298,Clayton,26307,275,249,No Principal City,,2 Town
NC,37,"Raleigh-Cary, NC",39580,1130490,Raleigh,467665,"Raleigh City (South & Central) PUMA, North Carolina",1201,155249,S & C Raleigh,,3327,3304,Raleigh,467665,5 Core City
NC,37,"Raleigh-Cary, NC",39580,1130490,Raleigh,467665,"Raleigh City (North) PUMA, North Carolina",1202,140833,N Raleigh,,3108,3109,Raleigh,467665,5 Core City
NC,37,"Raleigh-Cary, NC",39580,1130490,Raleigh,467665,"Wake County (Northeast)--Raleigh City (Northeast), Wake Forest & Rolesville Towns PUMA; North Carolina",1203,129286,Wake Forest,47601,1481,1448,Raleigh,467665,4 Satellite
NC,37,"Raleigh-Cary, NC",39580,1130490,Raleigh,467665,"Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns PUMA; North Carolina",1204,136270,Knightdale,19435,883,725,Raleigh,467665,4 Satellite
NC,37,"Raleigh-Cary, NC",39580,1130490,Raleigh,467665,"Wake County (Southeast)--Garner (South) & Fuquay-Varina Towns PUMA, North Carolina",1205,122626,Fuquay-Varina,34152,763,825,No Principal City,,2 Town
NC,37,"Raleigh-Cary, NC",39580,1130490,Raleigh,467665,"Wake County (Northwest)--Raleigh City (Northwest) & Morrisville Town PUMA, North Carolina",1206,128050,Morrisville,29630,1301,898,Raleigh,467665,4 Satellite
NC,37,"Raleigh-Cary, NC",39580,1130490,Raleigh,467665,"Wake County (West Central)--Cary Town PUMA, North Carolina",1207,136778,Cary,174721,2549,2411,Cary,174721,5 Core City
NC,37,"Raleigh-Cary, NC",39580,1130490,Raleigh,467665,"Wake County (Southwest)--Apex & Holly Springs Towns PUMA, North Carolina",1208,142636,Apex,58780,1213,1047,Cary,174721,4 Satellite
NC,37,"Durham-Chapel Hill, NC",20500,504357,Durham,283506,"Durham County (South)--Durham City (South) PUMA, North Carolina",1301,173080,S Durham,,1977,1745,Durham,283506,5 Core City
NC,37,"Durham-Chapel Hill, NC",20500,504357,Durham,283506,"Durham County (North)--Durham City (North) PUMA, North Carolina",1302,144590,N Durham,,1418,753,Durham,283506,5 Core City
NC,37,"Durham-Chapel Hill, NC",20500,504357,Durham,283506,"Orange County--Chapel Hill Town PUMA, North Carolina",1400,146346,Chapel Hill,61960,874,364,Chapel Hill,61960,3 Small City
NC,37,"Sanford, NC",41820,179649,Sanford,30261,"Chatham & Lee Counties PUMA, North Carolina",1500,133936,Sanford,30261,225,141,Sanford,30261,2 Town
NC,37,"Burlington, NC",15500,151131,Burlington,57303,"Alamance County--Burlington City PUMA, North Carolina",1600,166175,Burlington,57303,681,385,Burlington,57303,3 Small City
NC,37,"Greensboro-High Point, NC",24660,723801,Greensboro,299035,"Greensboro City (North) PUMA, North Carolina",1701,138263,N Greensboro,,2519,2445,Greensboro,299035,5 Core City
NC,37,"Greensboro-High Point, NC",24660,723801,Greensboro,299035,"Greensboro City (South) PUMA, North Carolina",1702,120951,S Greensboro,,2866,2724,Greensboro,299035,5 Core City
NC,37,"Greensboro-High Point, NC",24660,723801,Greensboro,299035,"Guilford County (North)--Summerfield Town PUMA, North Carolina",1703,131670,Summerfield,10951,385,362,No Principal City,,1 Rural
NC,37,"Greensboro-High Point, NC",24660,723801,Greensboro,299035,"Guilford County (South)--High Point City PUMA, North Carolina",1704,142100,High Point,114059,1268,738,High Point,114059,3 Small City
NC,37,"Winston-Salem, NC",49180,640595,Winston-Salem,249545,"Winston-Salem City (North) PUMA, North Carolina",1801,108167,N Winston-Salem,,1878,1660,Winston-Salem,249545,5 Core City
NC,37,"Winston-Salem, NC",49180,640595,Winston-Salem,249545,"Winston-Salem City (South) PUMA, North Carolina",1802,130210,S Winston-Salem,,1748,1686,Winston-Salem,249545,5 Core City
NC,37,"Winston-Salem, NC",49180,640595,Winston-Salem,249545,"Forsyth County (Outside Winston-Salem City)--Kernersville Town & Clemmons Village PUMA, North Carolina",1803,140109,Kernersville,26449,598,517,Winston-Salem,249545,4 Satellite
NC,37,"Winston-Salem, NC",49180,861754,Winston-Salem,249545,"Davie, Yadkin & Iredell (North) Counties PUMA; North Carolina",1900,107682,Mocksville,5900,133,123,No Principal City,,1 Rural
NC,37,"Hickory-Lenoir-Morganton, NC",25860,365497,Hickory,43490,"Caldwell & Alexander Counties PUMA, North Carolina",2000,119327,Lenoir,18352,281,163,Lenoir,18352,2 Town
NC,37,"Hickory-Lenoir-Morganton, NC",25860,182684,Hickory,43490,"Burke & McDowell Counties PUMA, North Carolina",2100,135571,Morganton,17474,237,143,Morganton,17474,2 Town
NC,37,"Asheville, NC",11700,424858,Asheville,94589,"Buncombe County (Southeast)--Asheville City PUMA, North Carolina",2201,130773,Asheville,94589,1160,707,Asheville,94589,3 Small City
NC,37,"Asheville, NC",11700,424858,Asheville,94589,"Buncombe County (Northwest) PUMA, North Carolina",2202,128794,Black Mountain,8426,309,269,No Principal City,,1 Rural
NC,37,"Asheville, NC",11700,175537,Asheville,94589,"Haywood, Madison, Swain, Graham & Jackson (North) Counties PUMA; North Carolina",2300,112363,Waynesville,10140,119,59,No Principal City,,1 Rural
NC,37,"Cullowhee, NC",19000,30231,Cullowhee,7682,"Jackson (South), Macon, Cherokee & Clay Counties PUMA; North Carolina",2400,111977,Cullowhee,7682,90,68,Cullowhee,7682,1 Rural
NC,37,"Asheville, NC",11700,232227,Asheville,94589,"Henderson & Transylvania Counties PUMA, North Carolina",2500,150384,Hendersonville,15137,336,198,No Principal City,,1 Rural
NC,37,"Shelby, NC",43140,64894,Shelby,21918,"Rutherford, Cleveland (West) & Polk Counties--Shelby City PUMA; North Carolina",2600,136034,Shelby,21918,221,139,Shelby,21918,2 Town
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,676616,Charlotte,874579,"Lincoln & Cleveland (East) Counties PUMA, North Carolina",2700,133905,Lincolnton,11091,294,227,No Principal City,,1 Rural
NC,37,"Hickory-Lenoir-Morganton, NC",25860,365497,Hickory,43490,"Catawba County--Hickory City PUMA, North Carolina",2800,158193,Hickory,43490,547,394,Hickory,43490,2 Town
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,2217012,Charlotte,874579,"Iredell (South)--Mooresville Town & Statesville City PUMA, North Carolina",2900,151312,Mooresville,50193,615,499,No Principal City,,3 Small City
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,2217012,Charlotte,874579,"Gaston County (Northwest)--Mount Holly City PUMA, North Carolina",3001,108376,Mount Holly,17703,439,391,Gastonia,80411,4 Satellite
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,2217012,Charlotte,874579,"Gaston County (Southeast)--Gastonia & Belmont Cities PUMA, North Carolina",3002,113869,Gastonia,80411,1432,1356,Gastonia,80411,3 Small City
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,2217012,Charlotte,874579,"Charlotte City (Central) PUMA, North Carolina",3101,128657,Central Charlotte,,3991,4458,Charlotte,874579,5 Core City
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,2217012,Charlotte,874579,"Charlotte City (Northwest) PUMA, North Carolina",3102,126674,NW Charlotte,,2249,2202,Charlotte,874579,5 Core City
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,2217012,Charlotte,874579,"Charlotte City (Northeast) PUMA, North Carolina",3103,123434,NE Charlotte,,3342,3406,Charlotte,874579,5 Core City
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,2217012,Charlotte,874579,"Charlotte City (South) PUMA, North Carolina",3104,156041,S Charlotte,,2656,2852,Charlotte,874579,5 Core City
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,2217012,Charlotte,874579,"Charlotte City (Southwest) PUMA, North Carolina",3105,126403,SW Charlotte,,2844,2470,Charlotte,874579,5 Core City
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,2217012,Charlotte,874579,"Mecklenburg County (North)--Huntersville, Cornelius & Davidson Towns PUMA; North Carolina",3106,161666,Huntersville,61376,1385,1292,Concord,105240,4 Satellite
NC,37,"Charlotte-Concord-Gastonia, NC-SC",16740,2217012,Charlotte,874579,"Mecklenburg County (East)--Mint Hill & Matthews (North) Towns PUMA, North Carolina",3107,136174,Mint Hill,26450,1409,1466,Charlotte,874579,4 Satellite
