state,statefip,cbsa,cbsacode,metpop10,cbsacity,cbsacitypop,pumaname,pumanum,pumapop,pumacity,pumacitypop,geodensity,simpledensity,princity,princitypop,altmetro
TX,48,"Austin-Round Rock-Georgetown, TX",12420,1716289,Austin,961855,"Austin City (South) PUMA, Texas",5307,133379,S Austin,,4544,5027,Austin,961855,5 Core City
TX,48,"Austin-Round Rock-Georgetown, TX",12420,1716289,Austin,961855,"Austin City (Southwest), Lost Creek & Barton Creek PUMA; Texas",5308,123365,Lost Creek,1276,2189,1968,Austin,961855,4 Satellite
TX,48,"Austin-Round Rock-Georgetown, TX",12420,1716289,Austin,961855,"Travis County (West, South & Outside Austin City) PUMA; Texas",5309,143852,Lakeway,19189,376,295,Austin,961855,4 Satellite
TX,48,"Austin-Round Rock-Georgetown, TX",12420,1716289,Austin,961855,"Capital Area COG (Southwest)--Hays County PUMA, Texas",5400,222887,Kyle,45697,411,315,Austin,961855,4 Satellite
TX,48,"Victoria, TX",47020,85989,Victoria,65534,"Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA, Texas",5500,149174,Cuero,8128,41,24,No Principal City,,1 Rural
TX,48,"Victoria, TX",47020,70150,Victoria,65534,"Golden Crescent Regional Planning Commission (Southeast)--Victoria & Calhoun Counties PUMA, Texas",5600,113514,Victoria,65534,495,82,Victoria,65534,3 Small City
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"Alamo Area COG (Northeast)--Guadalupe County PUMA, Texas",5700,163030,New Braunfels,90403,638,223,New Braunfels,90403,3 Small City
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"Alamo Area COG (Northeast)--Comal County PUMA, Texas",5800,148921,Canyon Lake,31124,354,253,No Principal City,,2 Town
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"San Antonio City (Central) PUMA, Texas",5901,111030,Central San Antonio,,6141,5720,San Antonio,1434625,5 Core City
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"San Antonio City (Northeast)--Inside Loop I-410 PUMA, Texas",5902,130833,NE San Antonio inside loop I-410,,3182,3141,San Antonio,1434625,5 Core City
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"San Antonio City (Southeast)--Inside Loop I-410 PUMA, Texas",5903,126600,SE San Antonio,,4157,3628,San Antonio,1434625,5 Core City
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"San Antonio City (Northwest)--Inside Loop I-410 PUMA, Texas",5904,113896,NW San Antonio inside loop I-410,,5987,6243,San Antonio,1434625,5 Core City
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"San Antonio City (West)--Inside Loop I-410 PUMA, Texas",5905,124432,W San Antonio inside loop I-410,,4239,3296,San Antonio,1434625,5 Core City
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"San Antonio City (Southwest)--Inside Loop I-410 PUMA, Texas",5906,133687,SW San Antonio,,4275,4136,San Antonio,1434625,5 Core City
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"Bexar County (South)--San Antonio City (Far South) PUMA, Texas",5907,122562,St Hedwig,2227,284,248,San Antonio,1434625,4 Satellite
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"San Antonio City (West)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",5908,123964,W San Antonio,,4338,4683,San Antonio,1434625,5 Core City
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"San Antonio (Northwest) & Leon Valley Cities PUMA, Texas",5909,120296,Leon Valley,11542,5013,5352,San Antonio,1434625,4 Satellite
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",5910,130937,NW San Antonio,,4935,5057,San Antonio,1434625,5 Core City
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"San Antonio City (North), Hollywood Park Town & Shavano Park City PUMA; Texas",5911,130310,Hollywood Park,3130,3781,3604,San Antonio,1434625,4 Satellite
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"San Antonio City (Northeast)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",5912,113170,NE San Antonio,,3749,3450,San Antonio,1434625,5 Core City
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"San Antonio (Northeast), Kirby & Windcrest Cities PUMA; Texas",5913,113450,Kirby,8142,3543,3368,San Antonio,1434625,4 Satellite
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities PUMA, Texas",5914,146788,Helotes,9030,1187,800,San Antonio,1434625,4 Satellite
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"Bexar County (North)--San Antonio City (Far North) & Timberwood Park PUMA, Texas",5915,118236,Timberwood Park,35217,1666,832,San Antonio,1434625,4 Satellite
TX,48,"San Antonio-New Braunfels, TX",41700,2142508,San Antonio,1434625,"Bexar County (Northeast)--San Antonio (Northeast), Universal City & Converse Cities PUMA; Texas",5916,118635,Universal City,19720,2492,1670,San Antonio,1434625,4 Satellite
TX,48,"Kerrville, TX",28500,108229,Kerrville,24278,"Alamo Area COG (Northwest) & Blanco County PUMA, Texas",6000,136087,Kerrville,24278,89,38,Kerrville,24278,2 Town
TX,48,"Pearsall, TX",37770,1123284,Pearsall,7325,"Alamo Area COG (Southwest) PUMA, Texas",6100,143846,Pearsall,7325,48,32,Pearsall,7325,1 Rural
TX,48,"Del Rio, TX",19620,30028,Del Rio,34673,"Middle Rio Grande Development Council PUMA, Texas",6200,172775,Del Rio,34673,194,12,Del Rio,34673,2 Town
TX,48,"Laredo, TX",29700,250304,Laredo,255205,"South Texas Development Council (North)--Webb County--Laredo City (Central) PUMA, Texas",6301,128746,Central Laredo,,6647,5293,Laredo,255205,5 Core City
TX,48,"Laredo, TX",29700,250304,Laredo,255205,"South Texas Development Council--Webb County (North & East)--Laredo City (Outer) PUMA, Texas",6302,146101,Rio Bravo,4450,1246,42,Laredo,255205,4 Satellite
TX,48,"Rio Grande City-Roma, TX",40100,29627,Rio Grande City,15317,"South Texas Development Council (South) & Coastal Bend COG (West) PUMA, Texas",6400,107555,Rio Grande City,15317,122,15,Rio Grande City,15317,1 Rural
TX,48,"Corpus Christi, TX",18580,176467,Corpus Christi,317863,"Coastal Bend COG (Northeast) PUMA, Texas",6500,130813,Beeville,13669,243,51,Beeville,13669,1 Rural
TX,48,"Corpus Christi, TX",18580,428185,Corpus Christi,317863,"Coastal Bend COG--Nueces County--Corpus Christi City (Outer) PUMA, Texas",6601,127947,Robstown,10143,629,160,Corpus Christi,317863,4 Satellite
TX,48,"Corpus Christi, TX",18580,428185,Corpus Christi,317863,"Coastal Bend COG--Nueces County (Central)--Corpus Christi City (North Central) PUMA, Texas",6602,115108,NC Corpus Christi,,5066,4289,Corpus Christi,317863,5 Core City
TX,48,"Corpus Christi, TX",18580,428185,Corpus Christi,317863,"Coastal Bend COG--Nueces County (Central)--Corpus Christi City (South Central) PUMA, Texas",6603,119096,SC Corpus Christi,,4761,5039,Corpus Christi,317863,5 Core City
TX,48,"Brownsville-Harlingen, TX",15180,406220,Brownsville,186738,"Cameron County (East)--Brownsville City (North) PUMA, Texas",6701,131484,N Brownsville,,467,245,Brownsville,186738,5 Core City
TX,48,"Brownsville-Harlingen, TX",15180,406220,Brownsville,186738,"Cameron County (West)--Harlingen & San Benito Cities PUMA, Texas",6702,148278,Harlingen,71829,1000,462,Harlingen,71829,3 Small City
TX,48,"Brownsville-Harlingen, TX",15180,406220,Brownsville,186738,"Cameron County (South)--Brownsville City (Central) PUMA, Texas",6703,142373,Brownsville,186738,4546,3730,Brownsville,186738,5 Core City
TX,48,"McAllen-Edinburg-Mission, TX",32580,774769,McAllen,142210,"Hidalgo County (Southeast)--Weslaco & Mercedes Cities PUMA, Texas",6801,109064,Weslaco,40160,1017,666,McAllen,142210,4 Satellite
TX,48,"McAllen-Edinburg-Mission, TX",32580,774769,McAllen,142210,"Hidalgo County (East)--Alamo & Donna Cities PUMA, Texas",6802,116839,Alamo,19493,1197,1133,McAllen,142210,4 Satellite
TX,48,"McAllen-Edinburg-Mission, TX",32580,774769,McAllen,142210,"Hidalgo County (South Central)--Pharr, San Juan & Hidalgo Cities PUMA; Texas",6803,135306,Pharr,79715,2072,1738,McAllen,142210,4 Satellite
TX,48,"McAllen-Edinburg-Mission, TX",32580,774769,McAllen,142210,"Hidalgo County (North Central)--Edinburg City PUMA, Texas",6804,127047,Edinburg,100243,1376,963,Edinburg,100243,3 Small City
TX,48,"McAllen-Edinburg-Mission, TX",32580,774769,McAllen,142210,"Hidalgo County (Central)--McAllen City PUMA, Texas",6805,140245,McAllen,142210,3134,2945,McAllen,142210,3 Small City
TX,48,"McAllen-Edinburg-Mission, TX",32580,774769,McAllen,142210,"Hidalgo County (Southwest)--Mission City PUMA, Texas",6806,116162,Mission,85778,2258,1979,Mission,85778,3 Small City
TX,48,"McAllen-Edinburg-Mission, TX",32580,774769,McAllen,142210,"Hidalgo County (North & West) PUMA, Texas",6807,116474,Alton,18198,387,115,Mission,85778,4 Satellite
TX,48,"Kingsville, TX",28780,29466,Kingsville,25402,"Coastal Bend COG (Southeast) & Willacy County PUMA, Texas",6900,100431,Kingsville,25402,226,21,Kingsville,25402,2 Town
UT,49,"Salt Lake City, UT",41620,824626,Salt Lake City,199723,"Tooele & Box Elder Counties PUMA, Utah",3001,124693,Tooele,35742,304,10,No Principal City,,2 Town
UT,49,"Logan, UT-ID",30860,98209,Logan,52778,"Cache, Summit, Morgan & Rich Counties PUMA; Utah",5001,182381,Logan,52778,422,38,Logan,52778,3 Small City
UT,49,"Ogden-Clearfield, UT",36260,597159,Ogden,87321,"Davis County (North)--Layton, Clearfield, Kaysville, Syracuse & Clinton Cities PUMA; Utah",11001,225162,Layton,81773,2078,1196,Clearfield,31909,4 Satellite
UT,49,"Ogden-Clearfield, UT",36260,597159,Salt Lake City,199723,"Davis County (South)--Bountiful, Farmington & North Salt Lake Cities PUMA; Utah",11002,125599,Bountiful,45762,1843,1094,Salt Lake City,199723,4 Satellite
UT,49,"Heber, UT",25720,19776,Heber City,16856,"Southeast Utah & Uintah Basin Region PUMA, Utah",13001,144822,Heber City,16856,26,5,Heber City,16856,2 Town
UT,49,"Cedar City, UT",16260,27557,Cedar City,35235,"Southwest & South Central Utah (Outside Washington County)--Cedar City PUMA, Utah",21001,153450,Cedar City,35235,20,5,Cedar City,35235,2 Town
UT,49,"Salt Lake City, UT",41620,1087873,Salt Lake City,199723,"Salt Lake County (Northwest)--Salt Lake City (West), West Valley City (West) & Magna PUMA; Utah",35001,109314,Salt Lake City,199723,3070,668,Salt Lake City,199723,5 Core City
UT,49,"Salt Lake City, UT",41620,1087873,Salt Lake City,199723,"Salt Lake County (Northeast)--Salt Lake City (East) PUMA, Utah",35002,124561,E Salt Lake City,,4669,880,Salt Lake City,199723,5 Core City
UT,49,"Salt Lake City, UT",41620,1087873,Salt Lake City,199723,"Salt Lake County--West Valley City (Central), Salt Lake City (South Central) & Kearns PUMA; Utah",35003,110290,West Valley City,140230,5697,3438,Salt Lake City,199723,4 Satellite
UT,49,"Salt Lake City, UT",41620,1087873,Salt Lake City,199723,"Salt Lake County--West Valley City (East), Taylorsville & Murray (West) Cities PUMA; Utah",35004,120247,Taylorsville,60448,4347,4036,Salt Lake City,199723,4 Satellite
UT,49,"Salt Lake City, UT",41620,1087873,Salt Lake City,199723,"Salt Lake County (East Central)--Murray (East), Holladay Cities & Millcreek PUMA; Utah",35005,153214,Holladay,31965,4709,2878,Salt Lake City,199723,4 Satellite
UT,49,"Salt Lake City, UT",41620,1087873,Salt Lake City,199723,"Salt Lake County--West Jordan (West), Herriman & South Jordan (West) Cities PUMA; Utah",35006,137136,Herriman,55144,2375,1117,Salt Lake City,199723,4 Satellite
UT,49,"Salt Lake City, UT",41620,1087873,Salt Lake City,199723,"Salt Lake County--West Jordan (East), South Jordan (East) & Riverton Cities PUMA; Utah",35007,174826,Riverton,45285,3382,3492,Salt Lake City,199723,4 Satellite
UT,49,"Salt Lake City, UT",41620,1087873,Salt Lake City,199723,"Salt Lake County (Southeast)--Sandy (North), Cottonwood Heights & Midvale Cities PUMA; Utah",35008,106399,Cottonwood Heights,33617,3987,1001,Salt Lake City,199723,4 Satellite
UT,49,"Salt Lake City, UT",41620,1087873,Salt Lake City,199723,"Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities PUMA, Utah",35009,110288,Draper,51017,2689,2080,Salt Lake City,199723,4 Satellite
UT,49,"Provo-Orem, UT",39340,526810,Salt Lake City,199723,"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities PUMA; Utah",49001,146676,Saratoga Springs,37696,656,185,Salt Lake City,199723,4 Satellite
UT,49,"Provo-Orem, UT",39340,526810,Provo,115162,"Utah County (Central)--Orem, Pleasant Grove, American Fork & Lindon Cities PUMA; Utah",49002,187050,Orem,98129,4034,3648,Orem,98129,3 Small City
UT,49,"Provo-Orem, UT",39340,526810,Provo,115162,"Utah County (Central)--Provo City PUMA, Utah",49003,117058,Provo,115162,5182,2838,Provo,115162,3 Small City
UT,49,"Provo-Orem, UT",39340,526810,Provo,115162,"Utah County (East)--Spanish Fork, Springville, Lehi (Northeast) & Highland Cities PUMA; Utah",49004,170662,Spanish Fork,42602,1600,144,Provo,115162,4 Satellite
UT,49,"St George, UT",41100,138115,St George,95342,"Washington County--St. George City PUMA, Utah",53001,172127,St George,95342,351,68,St George,95342,3 Small City
UT,49,"Ogden-Clearfield, UT",36260,597159,Ogden,87321,"Weber County (West)--Roy, North Ogden, Ogden (Northwest) & West Haven Cities PUMA; Utah",57001,149990,Roy,39306,1742,773,Ogden,87321,4 Satellite
UT,49,"Ogden-Clearfield, UT",36260,597159,Ogden,87321,"Weber County (East)--Ogden (Southeast) & South Ogden Cities PUMA, Utah",57002,105294,Ogden,87321,2449,270,Ogden,87321,3 Small City
VA,51,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,5636232,Washington,689545,"Arlington County (North) PUMA, Virginia",1301,119633,N Arlington,,11163,8989,Arlington,238643,5 Core City
VA,51,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,5636232,Washington,689545,"Arlington County (South) PUMA, Virginia",1302,116535,S Arlington,,12655,8982,Arlington,238643,5 Core City
VA,51,"Richmond, VA",40060,1208101,Richmond,226610,"Chesterfield County (East)--James River Region PUMA, Virginia",4101,111729,Meadowbrook,20898,1806,1398,Richmond,226610,4 Satellite
VA,51,"Richmond, VA",40060,1208101,Richmond,226610,"Chesterfield County (Central)--Chester & Rockwood PUMA, Virginia",4102,120349,Chester,23414,1454,1420,Richmond,226610,4 Satellite
VA,51,"Richmond, VA",40060,1208101,Richmond,226610,"Chesterfield County (West)--Brandermill & Woodlake PUMA, Virginia",4103,116422,Brandermill,13730,777,432,No Principal City,,1 Rural
VA,51,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,5636232,Washington,689545,"Loudoun County (Northeast)--Sterling & Ashburn (Northeast/Ashburn Village) PUMA, Virginia",10701,114782,Sterling,30337,3518,3397,Reston,63226,4 Satellite
VA,51,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,5636232,Washington,689545,"Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport PUMA, Virginia",10702,143476,Ashburn,46349,2625,2301,Reston,63226,4 Satellite
VA,51,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,5636232,Washington,689545,"Loudoun County (West & South)--Leesburg Town PUMA, Virginia",10703,147037,Leesburg,48250,596,335,No Principal City,,2 Town
VA,51,"Big Stone Gap, VA",13720,61764,Big Stone Gap,5254,"LENOWISCO & Cumberland Plateau Planning District Commissions PUMA, Virginia",51010,191521,Big Stone Gap,5254,84,60,Big Stone Gap,5254,1 Rural
VA,51,"Kingsport-Bristol, TN-VA",28700,80334,Kingsport,55442,"Mount Rogers Planning District Commission PUMA, Virginia",51020,188626,Bristol,17219,119,68,Bristol,17219,2 Town
VA,51,"Blacksburg-Christiansburg, VA",13980,178237,Blacksburg,44826,"New River Valley Planning District Commission PUMA, Virginia",51040,182967,Blacksburg,44826,343,126,Blacksburg,44826,2 Town
VA,51,"Roanoke, VA",40220,308707,Roanoke,100011,"Roanoke Valley-Alleghany Regional Commission (Roanoke, Salem Cities & Vinton Town) PUMA; Virginia",51044,132624,Roanoke,100011,2350,2201,Roanoke,100011,3 Small City
VA,51,"Roanoke, VA",40220,227398,Roanoke,100011,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, Virginia",51045,201348,Covington,5737,239,89,No Principal City,,1 Rural
VA,51,"Staunton, VA",44420,78149,Staunton,25750,"Central Shenandoah Planning District Commission (Southwest) PUMA, Virginia",51080,165574,Staunton,25750,217,64,Staunton,25750,2 Town
VA,51,"Winchester, VA-WV",49020,201013,Winchester,28120,"Northern Shenandoah Valley Regional Commission (North) PUMA, Virginia",51084,130464,Winchester,28120,511,215,Winchester,28120,2 Town
VA,51,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,218093,Washington,689545,"Northern Shenandoah Valley Regional Commission (South) PUMA, Virginia",51085,107495,Front Royal,15011,161,103,No Principal City,,2 Town
VA,51,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,1234820,Washington,689545,"Rappahannock-Rapidan Regional Commission PUMA, Virginia",51087,179067,Culpeper,20062,135,91,No Principal City,,2 Town
VA,51,Not in a CBSA,,124367,Not in a CBSA,,"Thomas Jefferson Planning District Commission (South & East) PUMA, Virginia",51089,119335,Lake Monticello,10126,104,69,No Principal City,,1 Rural
VA,51,"Charlottesville, VA",16820,218705,Charlottesville,46553,"Thomas Jefferson Planning District Commission (North) PUMA, Virginia",51090,135207,Charlottesville,46553,1119,316,Charlottesville,46553,2 Town
VA,51,"Lynchburg, VA",31340,252634,Lynchburg,79009,"Virginia's Region 2000 (North)--Bedford, Amherst, Appomattox Counties & Bedford City PUMA; Virginia",51095,126505,Bedford,6657,127,80,No Principal City,,1 Rural
VA,51,"Lynchburg, VA",31340,252634,Lynchburg,79009,"Virginia's Region 2000 (South)--Campbell County & Lynchburg City PUMA, Virginia",51096,136432,Lynchburg,79009,708,246,Lynchburg,79009,3 Small City
VA,51,"Danville, VA",19260,76908,Danville,42590,"West Piedmont Planning District Commission PUMA, Virginia",51097,182873,Danville,42590,227,98,Danville,42590,2 Town
VA,51,Not in a CBSA,,35552,Not in a CBSA,,"Southside Planning District Commission & Commonwealth Regional Council PUMA, Virginia",51105,183760,South Boston,7966,54,38,No Principal City,,1 Rural
VA,51,"Harrisonburg, VA",25500,125228,Harrisonburg,51814,"Central Shenandoah Planning District Commission (Northeast) PUMA, Virginia",51110,134696,Harrisonburg,51814,496,154,Harrisonburg,51814,3 Small City
VA,51,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,5636232,Washington,689545,"George Washington Regional Commission (North) PUMA, Virginia",51115,179244,Fredericksburg,27982,1115,628,No Principal City,,2 Town
VA,51,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,2090231,Washington,689545,"George Washington Regional Commission (South) PUMA, Virginia",51120,191943,King George,4970,384,171,No Principal City,,1 Rural
